date,ret
1990-01-05,0.010934283060224655
1990-01-12,-0.0017652860234236931
1990-01-19,0.013953770762013849
1990-01-26,0.03146059712816051
1990-02-02,-0.0036830674944667192
1990-02-09,-0.003682739138983611
1990-02-16,0.03258425631014783
1990-02-23,0.016348694583058175
1990-03-02,-0.008389487718699042
1990-03-09,0.011851200871719293
1990-03-16,-0.008268353856249244
1990-03-23,-0.008314595071405136
1990-03-30,0.005839245431320682
1990-04-06,-0.03726560489315596
1990-04-13,-0.03349835665026066
1990-04-20,-0.010245750584819455
1990-04-27,-0.019256622406688476
1990-05-04,0.007284946651905478
1990-05-11,-0.01716048151042422
1990-05-18,-0.02724607402670583
1990-05-25,0.030312975378431084
1990-06-01,-0.0035155260097307134
1990-06-08,0.002350564093758477
1990-06-15,-0.027494963724269135
1990-06-22,-0.009887654490503654
1990-06-29,0.003218451794197322
1990-07-06,-0.022019871548446056
1990-07-13,0.008513960366913438
1990-07-20,-0.011012773798376101
1990-07-27,-0.004833874995865536
1990-08-03,-0.011034132244587939
1990-08-10,0.03804556369017876
1990-08-17,0.0007300555052413216
1990-08-24,-0.020154218579118005
1990-08-31,0.01745089824206378
1990-09-07,-0.023416872999420444
1990-09-14,0.0051772719000951085
1990-09-21,-0.03819340247759551
1990-09-28,-0.02556372097796861
1990-10-05,0.004937224717382471
1990-10-12,0.015769331599908207
1990-10-19,0.0044273656237994105
1990-10-26,-0.0013129656477648107
1990-11-02,-0.0050220739117857755
1990-11-09,-0.02857043980734855
1990-11-16,-0.013396884167894172
1990-11-23,-0.00821277541919575
1990-11-30,0.022142444524378316
1990-12-07,0.007872365791369228
1990-12-14,-0.03426080310725468
1990-12-21,0.0074816793878959
1990-12-28,-0.006701645608326331
1991-01-04,-0.012538440006119176
1991-01-11,0.013233525776817356
1991-01-18,0.02161999044991902
1991-01-25,0.019625602382323973
1991-02-01,-0.01578435046445277
1991-02-08,-0.005184247517024292
1991-02-15,0.007625268628071279
1991-02-22,0.020510902542447185
1991-03-01,-0.0085834847569058
1991-03-08,-0.0027131795332763424
1991-03-15,-0.021126699480120564
1991-03-22,-0.022924132481613416
1991-03-29,0.017250516447883963
1991-04-05,0.02812480057141646
1991-04-12,-0.00044020243160667705
1991-04-19,0.021070657957840484
1991-04-26,0.008232720500952683
1991-05-03,-0.011902395092102485
1991-05-10,0.008227912110168278
1991-05-17,0.031760731329319385
1991-05-24,0.0002834792178009692
1991-05-31,0.032292873116280124
1991-06-07,-0.05139490208179489
1991-06-14,0.01743805008750448
1991-06-21,0.0027409413647634245
1991-06-28,-0.00498014700931735
1991-07-05,0.002835215530710046
1991-07-12,-0.03875137829201786
1991-07-19,-0.003393437756750239
1991-07-26,0.008142251430234927
1991-08-02,0.030557880894830323
1991-08-09,-0.009365404365472948
1991-08-16,-0.015169872057863753
1991-08-23,-0.00903514087169073
1991-08-30,0.019308042354041485
1991-09-06,0.007575022193193689
1991-09-13,-0.009595204075340775
1991-09-20,0.011265348662267121
1991-09-27,0.0029415509869608076
1991-10-04,0.020372899810657787
1991-10-11,-0.013041061877547049
1991-10-18,-0.005553242931955364
1991-10-25,-0.006842163062643152
1991-11-01,-0.02827029896264237
1991-11-08,0.0069224055412915216
1991-11-15,0.006221105443597786
1991-11-22,0.0011022691328492179
1991-11-29,-0.003691742667502939
1991-12-06,-0.027307414841008286
1991-12-13,-0.00741290645530718
1991-12-20,-0.00585429033053539
