date,ret
1990-01-31,0.010934283060224655
1990-02-28,-0.0017652860234236931
1990-03-30,0.013953770762013849
1990-04-30,0.03146059712816051
1990-05-31,-0.0036830674944667192
1990-06-29,-0.003682739138983611
1990-07-31,0.03258425631014783
1990-08-31,0.016348694583058175
1990-09-28,-0.008389487718699042
1990-10-31,0.011851200871719293
1990-11-30,-0.008268353856249244
1990-12-31,-0.008314595071405136
1991-01-31,0.005839245431320682
1991-02-28,-0.03726560489315596
1991-03-29,-0.03349835665026066
1991-04-30,-0.010245750584819455
1991-05-31,-0.019256622406688476
1991-06-28,0.007284946651905478
1991-07-31,-0.01716048151042422
1991-08-30,-0.02724607402670583
1991-09-30,0.030312975378431084
1991-10-31,-0.0035155260097307134
1991-11-29,0.002350564093758477
1991-12-31,-0.027494963724269135
1992-01-31,-0.009887654490503654
1992-02-28,0.003218451794197322
1992-03-31,-0.022019871548446056
1992-04-30,0.008513960366913438
1992-05-29,-0.011012773798376101
1992-06-30,-0.004833874995865536
1992-07-31,-0.011034132244587939
1992-08-31,0.03804556369017876
1992-09-30,0.0007300555052413216
1992-10-30,-0.020154218579118005
1992-11-30,0.01745089824206378
1992-12-31,-0.023416872999420444
1993-01-29,0.0051772719000951085
1993-02-26,-0.03819340247759551
1993-03-31,-0.02556372097796861
1993-04-30,0.004937224717382471
1993-05-31,0.015769331599908207
1993-06-30,0.0044273656237994105
1993-07-30,-0.0013129656477648107
1993-08-31,-0.0050220739117857755
1993-09-30,-0.02857043980734855
1993-10-29,-0.013396884167894172
1993-11-30,-0.00821277541919575
1993-12-31,0.022142444524378316
1994-01-31,0.007872365791369228
1994-02-28,-0.03426080310725468
1994-03-31,0.0074816793878959
1994-04-29,-0.006701645608326331
1994-05-31,-0.012538440006119176
1994-06-30,0.013233525776817356
1994-07-29,0.02161999044991902
1994-08-31,0.019625602382323973
1994-09-30,-0.01578435046445277
1994-10-31,-0.005184247517024292
1994-11-30,0.007625268628071279
1994-12-30,0.020510902542447185
1995-01-31,-0.0085834847569058
1995-02-28,-0.0027131795332763424
1995-03-31,-0.021126699480120564
1995-04-28,-0.022924132481613416
1995-05-31,0.017250516447883963
1995-06-30,0.02812480057141646
1995-07-31,-0.00044020243160667705
1995-08-31,0.021070657957840484
1995-09-29,0.008232720500952683
1995-10-31,-0.011902395092102485
1995-11-30,0.008227912110168278
1995-12-29,0.031760731329319385
1996-01-31,0.0002834792178009692
1996-02-29,0.032292873116280124
1996-03-29,-0.05139490208179489
1996-04-30,0.01743805008750448
1996-05-31,0.0027409413647634245
1996-06-28,-0.00498014700931735
1996-07-31,0.002835215530710046
1996-08-30,-0.03875137829201786
1996-09-30,-0.003393437756750239
1996-10-31,0.008142251430234927
1996-11-29,0.030557880894830323
1996-12-31,-0.009365404365472948
1997-01-31,-0.015169872057863753
1997-02-28,-0.00903514087169073
1997-03-31,0.019308042354041485
1997-04-30,0.007575022193193689
1997-05-30,-0.009595204075340775
1997-06-30,0.011265348662267121
1997-07-31,0.0029415509869608076
1997-08-29,0.020372899810657787
1997-09-30,-0.013041061877547049
1997-10-31,-0.005553242931955364
1997-11-28,-0.006842163062643152
1997-12-31,-0.02827029896264237
1998-01-30,0.0069224055412915216
1998-02-27,0.006221105443597786
1998-03-31,0.0011022691328492179
1998-04-30,-0.003691742667502939
1998-05-29,-0.027307414841008286
1998-06-30,-0.00741290645530718
1998-07-31,-0.00585429033053539
1998-08-31,-0.015045545384432379
1998-09-30,-0.002225714233320183
1998-10-30,0.009081017136290767
1998-11-30,0.0387237180242106
1998-12-31,0.004491556256636779
1999-01-29,0.006151007814455287
1999-02-26,-0.0004889183153233443
1999-03-31,-0.03737542430598083
1999-04-30,0.0004697224910156625
1999-05-31,0.002204604198820529
1999-06-30,0.050264842249705725
1999-07-30,-0.0028472192956224504
1999-08-31,0.007030946846672249
1999-09-30,0.0003057646058951338
1999-10-29,-0.02237356075239064
1999-11-30,0.023856456290300414
1999-12-31,0.016038660653735482
2000-01-31,0.01682063894086094
2000-02-29,-0.017187749095894777
2000-03-31,0.029055886218721984
2000-04-28,-0.027037021255845617
2000-05-31,0.012737141876005408
2000-06-30,0.044809112516199574
2000-07-31,-0.018810726502613766
2000-08-31,-0.010325954592055438
2000-09-29,0.0029930273017528247
2000-10-31,-0.009069513082323986
2000-11-30,-0.030013268621322652
2000-12-29,0.0023712594961205467
2001-01-31,-0.0202460742745221
2001-02-28,0.010471848612703633
2001-03-30,-0.01738848468467606
2001-04-30,0.03199868810035079
2001-05-31,-0.01466506584672474
2001-06-29,-0.005441230324113512
2001-07-31,0.017270344347393395
2001-08-31,-0.023617286328679103
2001-09-28,0.005549198692082588
2001-10-31,0.027142855085648565
2001-11-30,-0.03114966469122455
2001-12-31,0.004692677170646084
2002-01-31,0.006197655884968471
2002-02-28,0.016636457435546207
2002-03-29,-0.023739014217561638
2002-04-30,-0.025409132261685525
