date,ret
1990-12-31,0.010934283060224655
1991-12-31,-0.0017652860234236931
1992-12-31,0.013953770762013849
1993-12-31,0.03146059712816051
1994-12-30,-0.0036830674944667192
1995-12-29,-0.003682739138983611
1996-12-31,0.03258425631014783
1997-12-31,0.016348694583058175
1998-12-31,-0.008389487718699042
1999-12-31,0.011851200871719293
2000-12-29,-0.008268353856249244
2001-12-31,-0.008314595071405136
2002-12-31,0.005839245431320682
2003-12-31,-0.03726560489315596
2004-12-31,-0.03349835665026066
2005-12-30,-0.010245750584819455
2006-12-29,-0.019256622406688476
2007-12-31,0.007284946651905478
2008-12-31,-0.01716048151042422
2009-12-31,-0.02724607402670583
2010-12-31,0.030312975378431084
2011-12-30,-0.0035155260097307134
2012-12-31,0.002350564093758477
2013-12-31,-0.027494963724269135
2014-12-31,-0.009887654490503654
2015-12-31,0.003218451794197322
2016-12-30,-0.022019871548446056
2017-12-29,0.008513960366913438
2018-12-31,-0.011012773798376101
2019-12-31,-0.004833874995865536
