date,ret
1990-03-30,0.010934283060224655
1990-06-29,-0.0017652860234236931
1990-09-28,0.013953770762013849
1990-12-31,0.03146059712816051
1991-03-29,-0.0036830674944667192
1991-06-28,-0.003682739138983611
1991-09-30,0.03258425631014783
1991-12-31,0.016348694583058175
1992-03-31,-0.008389487718699042
1992-06-30,0.011851200871719293
1992-09-30,-0.008268353856249244
1992-12-31,-0.008314595071405136
1993-03-31,0.005839245431320682
1993-06-30,-0.03726560489315596
1993-09-30,-0.03349835665026066
1993-12-31,-0.010245750584819455
1994-03-31,-0.019256622406688476
1994-06-30,0.007284946651905478
1994-09-30,-0.01716048151042422
1994-12-30,-0.02724607402670583
1995-03-31,0.030312975378431084
1995-06-30,-0.0035155260097307134
1995-09-29,0.002350564093758477
1995-12-29,-0.027494963724269135
1996-03-29,-0.009887654490503654
1996-06-28,0.003218451794197322
1996-09-30,-0.022019871548446056
1996-12-31,0.008513960366913438
1997-03-31,-0.011012773798376101
1997-06-30,-0.004833874995865536
1997-09-30,-0.011034132244587939
1997-12-31,0.03804556369017876
1998-03-31,0.0007300555052413216
1998-06-30,-0.020154218579118005
1998-09-30,0.01745089824206378
1998-12-31,-0.023416872999420444
1999-03-31,0.0051772719000951085
1999-06-30,-0.03819340247759551
1999-09-30,-0.02556372097796861
1999-12-31,0.004937224717382471
2000-03-31,0.015769331599908207
2000-06-30,0.0044273656237994105
2000-09-29,-0.0013129656477648107
2000-12-29,-0.0050220739117857755
2001-03-30,-0.02857043980734855
2001-06-29,-0.013396884167894172
2001-09-28,-0.00821277541919575
2001-12-31,0.022142444524378316
2002-03-29,0.007872365791369228
2002-06-28,-0.03426080310725468
2002-09-30,0.0074816793878959
2002-12-31,-0.006701645608326331
2003-03-31,-0.012538440006119176
2003-06-30,0.013233525776817356
2003-09-30,0.02161999044991902
2003-12-31,0.019625602382323973
2004-03-31,-0.01578435046445277
2004-06-30,-0.005184247517024292
2004-09-30,0.007625268628071279
2004-12-31,0.020510902542447185
2005-03-31,-0.0085834847569058
2005-06-30,-0.0027131795332763424
2005-09-30,-0.021126699480120564
2005-12-30,-0.022924132481613416
2006-03-31,0.017250516447883963
2006-06-30,0.02812480057141646
2006-09-29,-0.00044020243160667705
2006-12-29,0.021070657957840484
2007-03-30,0.008232720500952683
2007-06-29,-0.011902395092102485
2007-09-28,0.008227912110168278
2007-12-31,0.031760731329319385
2008-03-31,0.0002834792178009692
2008-06-30,0.032292873116280124
2008-09-30,-0.05139490208179489
2008-12-31,0.01743805008750448
2009-03-31,0.0027409413647634245
2009-06-30,-0.00498014700931735
2009-09-30,0.002835215530710046
2009-12-31,-0.03875137829201786
2010-03-31,-0.003393437756750239
2010-06-30,0.008142251430234927
2010-09-30,0.030557880894830323
2010-12-31,-0.009365404365472948
2011-03-31,-0.015169872057863753
2011-06-30,-0.00903514087169073
2011-09-30,0.019308042354041485
2011-12-30,0.007575022193193689
2012-03-30,-0.009595204075340775
2012-06-29,0.011265348662267121
2012-09-28,0.0029415509869608076
2012-12-31,0.020372899810657787
2013-03-29,-0.013041061877547049
2013-06-28,-0.005553242931955364
2013-09-30,-0.006842163062643152
2013-12-31,-0.02827029896264237
2014-03-31,0.0069224055412915216
2014-06-30,0.006221105443597786
2014-09-30,0.0011022691328492179
2014-12-31,-0.003691742667502939
2015-03-31,-0.027307414841008286
2015-06-30,-0.00741290645530718
2015-09-30,-0.00585429033053539
2015-12-31,-0.015045545384432379
2016-03-31,-0.002225714233320183
2016-06-30,0.009081017136290767
2016-09-30,0.0387237180242106
2016-12-30,0.004491556256636779
2017-03-31,0.006151007814455287
2017-06-30,-0.0004889183153233443
2017-09-29,-0.03737542430598083
2017-12-29,0.0004697224910156625
2018-03-30,0.002204604198820529
2018-06-29,0.050264842249705725
2018-09-28,-0.0028472192956224504
2018-12-31,0.007030946846672249
2019-03-29,0.0003057646058951338
2019-06-28,-0.02237356075239064
2019-09-30,0.023856456290300414
2019-12-31,0.016038660653735482
2020-03-31,0.01682063894086094
2020-06-30,-0.017187749095894777
